NO_OF_FRAMES	2199
NO_OF_CAMERAS	12
NO_OF_MARKERS	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-04-26, 10:43:22.776	3767.62717060
DATA_INCLUDED	3D
MARKER_NAMES	Osa L	Osa R
TRAJECTORY_TYPES	Measured	Measured
Frame	Time	Osa L X	Osa L Y	Osa L Z	Osa R X	Osa R Y	Osa R Z	
25	0.24000	-168.520	-1113.982	1069.729	-0.707	1090.096	1091.201
26	0.25000	-168.583	-1113.658	1063.531	-0.765	1090.376	1085.021
27	0.26000	-168.675	-1113.337	1057.352	-0.795	1090.663	1078.891
28	0.27000	-168.761	-1113.006	1051.197	-0.785	1090.966	1072.677
29	0.28000	-168.855	-1112.684	1045.049	-0.699	1091.276	1066.568
30	0.29000	-168.923	-1112.327	1038.946	-0.673	1091.595	1060.435
31	0.30000	-168.993	-1111.979	1032.890	-0.639	1091.927	1054.373
32	0.31000	-169.061	-1111.623	1026.897	-0.637	1092.267	1048.324
33	0.32000	-169.153	-1111.274	1020.981	-0.611	1092.617	1042.336
34	0.33000	-169.266	-1110.933	1015.127	-0.560	1092.934	1036.415
35	0.34000	-169.412	-1110.586	1009.358	-0.509	1093.245	1030.530
36	0.35000	-169.558	-1110.251	1003.654	-0.418	1093.588	1024.733
37	0.36000	-169.660	-1109.909	998.035	-0.309	1093.921	1018.962
38	0.37000	-169.762	-1109.561	992.512	-0.211	1094.254	1013.336
39	0.38000	-169.855	-1109.224	987.083	-0.098	1094.568	1007.793
40	0.39000	-169.946	-1108.898	981.746	0.027	1094.909	1002.310
41	0.40000	-170.080	-1108.595	976.492	0.127	1095.221	996.858
42	0.41000	-170.210	-1108.308	971.311	0.236	1095.504	991.474
43	0.42000	-170.372	-1108.048	966.244	0.335	1095.748	986.184
44	0.43000	-170.551	-1107.817	961.273	0.480	1095.982	980.992
45	0.44000	-170.714	-1107.618	956.395	0.596	1096.144	975.858
46	0.45000	-170.867	-1107.437	951.595	0.758	1096.323	970.814
47	0.46000	-171.006	-1107.305	946.893	0.922	1096.433	965.869
48	0.47000	-171.124	-1107.212	942.281	1.083	1096.580	960.918
49	0.48000	-171.234	-1107.137	937.753	1.226	1096.637	956.125
50	0.49000	-171.324	-1107.125	933.328	1.343	1096.654	951.350
51	0.50000	-171.391	-1107.147	928.994	1.424	1096.647	946.652
52	0.51000	-171.453	-1107.201	924.716	1.502	1096.563	942.028
53	0.52000	-171.526	-1107.297	920.506	1.587	1096.446	937.442
54	0.53000	-171.613	-1107.428	916.324	1.724	1096.314	932.926
55	0.54000	-171.700	-1107.563	912.222	1.898	1096.194	928.500
56	0.55000	-171.774	-1107.726	908.153	2.118	1096.033	924.104
57	0.56000	-171.849	-1107.910	904.154	2.364	1095.848	919.800
58	0.57000	-171.939	-1108.099	900.215	2.651	1095.684	915.553
59	0.58000	-172.010	-1108.310	896.351	2.904	1095.486	911.365
60	0.59000	-172.083	-1108.511	892.540	3.167	1095.285	907.242
61	0.60000	-172.138	-1108.727	888.779	3.399	1095.067	903.232
62	0.61000	-172.176	-1108.955	885.097	3.637	1094.865	899.289
63	0.62000	-172.200	-1109.172	881.442	3.913	1094.655	895.343
64	0.63000	-172.237	-1109.388	877.802	4.206	1094.454	891.431
65	0.64000	-172.246	-1109.592	874.200	4.566	1094.296	887.595
66	0.65000	-172.241	-1109.786	870.633	4.896	1094.123	883.772
67	0.66000	-172.220	-1109.979	867.081	5.225	1093.936	879.920
68	0.67000	-172.151	-1110.164	863.584	5.477	1093.751	876.181
69	0.68000	-172.054	-1110.366	860.133	5.721	1093.573	872.442
70	0.69000	-171.948	-1110.561	856.699	5.915	1093.432	868.781
71	0.70000	-171.813	-1110.744	853.337	6.163	1093.253	865.151
72	0.71000	-171.653	-1110.919	850.011	6.371	1093.078	861.546
73	0.72000	-171.473	-1111.102	846.702	6.587	1092.930	858.009
74	0.73000	-171.270	-1111.276	843.452	6.819	1092.781	854.494
75	0.74000	-171.032	-1111.436	840.241	7.047	1092.662	851.027
76	0.75000	-170.770	-1111.602	837.072	7.243	1092.535	847.611
77	0.76000	-170.505	-1111.759	833.958	7.432	1092.416	844.223
78	0.77000	-170.235	-1111.924	830.913	7.609	1092.275	840.903
79	0.78000	-169.962	-1112.085	827.950	7.769	1092.131	837.695
80	0.79000	-169.657	-1112.251	825.087	7.958	1092.017	834.601
81	0.80000	-169.341	-1112.407	822.331	8.166	1091.878	831.574
82	0.81000	-169.046	-1112.579	819.661	8.442	1091.746	828.689
83	0.82000	-168.780	-1112.728	817.117	8.745	1091.635	825.876
84	0.83000	-168.482	-1112.894	814.605	9.029	1091.519	823.168
85	0.84000	-168.201	-1113.054	812.206	9.362	1091.378	820.549
86	0.85000	-167.945	-1113.233	809.855	9.685	1091.220	817.914
87	0.86000	-167.690	-1113.417	807.587	10.010	1091.111	815.399
88	0.87000	-167.416	-1113.584	805.420	10.331	1090.983	813.015
89	0.88000	-167.120	-1113.727	803.348	10.645	1090.866	810.671
90	0.89000	-166.858	-1113.884	801.374	10.967	1090.740	808.512
91	0.90000	-166.598	-1114.042	799.497	11.344	1090.675	806.379
92	0.91000	-166.321	-1114.188	797.706	11.716	1090.510	804.390
93	0.92000	-166.039	-1114.342	796.012	12.085	1090.395	802.438
94	0.93000	-165.753	-1114.500	794.341	12.440	1090.289	800.536
95	0.94000	-165.480	-1114.662	792.722	12.794	1090.168	798.696
96	0.95000	-165.171	-1114.824	791.146	13.111	1090.062	796.864
97	0.96000	-164.860	-1114.978	789.551	13.399	1089.934	795.072
98	0.97000	-164.540	-1115.117	788.016	13.652	1089.826	793.316
99	0.98000	-164.200	-1115.263	786.484	13.919	1089.703	791.601
100	0.99000	-163.824	-1115.391	785.054	14.175	1089.611	789.973
101	1.00000	-163.474	-1115.534	783.710	14.200	1090.773	788.539
102	1.01000	-163.110	-1115.666	782.433	14.415	1090.713	787.062
103	1.02000	-162.723	-1115.778	781.293	14.638	1090.662	785.763
104	1.03000	-162.350	-1115.898	780.304	14.861	1090.591	784.628
105	1.04000	-161.986	-1115.983	779.469	15.046	1090.569	783.629
106	1.05000	-161.617	-1116.049	778.777	15.312	1090.484	782.898
107	1.06000	-161.289	-1116.130	778.229	15.569	1090.464	782.272
108	1.07000	-160.963	-1116.194	777.823	15.856	1090.455	781.893
109	1.08000	-160.636	-1116.215	777.596	16.158	1090.467	781.659
110	1.09000	-160.321	-1116.252	777.497	16.479	1090.518	781.591
111	1.10000	-160.011	-1116.289	777.538	16.777	1090.486	781.612
112	1.11000	-159.705	-1116.324	777.673	17.114	1090.545	781.830
113	1.12000	-159.424	-1116.326	777.916	17.443	1090.533	782.049
114	1.13000	-159.170	-1116.350	778.214	17.867	1090.579	782.475
115	1.14000	-158.910	-1116.366	778.520	18.198	1090.570	782.870
116	1.15000	-158.660	-1116.372	778.847	18.615	1090.613	783.354
117	1.16000	-158.422	-1116.382	779.197	18.999	1090.664	783.790
118	1.17000	-158.173	-1116.412	779.544	19.345	1090.689	784.262
119	1.18000	-157.913	-1116.430	779.887	19.762	1090.685	784.730
120	1.19000	-157.668	-1116.454	780.196	20.165	1090.758	785.203
121	1.20000	-157.433	-1116.472	780.455	20.782	1089.958	785.607
122	1.21000	-157.209	-1116.479	780.660	21.178	1089.947	785.975
123	1.22000	-156.988	-1116.495	780.786	21.562	1089.942	786.269
124	1.23000	-156.747	-1116.500	780.810	21.911	1089.953	786.497
125	1.24000	-156.517	-1116.524	780.759	22.243	1089.985	786.623
126	1.25000	-156.290	-1116.553	780.626	22.608	1089.997	786.708
127	1.26000	-156.065	-1116.587	780.409	22.962	1089.980	786.699
128	1.27000	-155.849	-1116.610	780.122	23.311	1089.960	786.621
129	1.28000	-155.639	-1116.641	779.778	23.656	1089.981	786.481
130	1.29000	-155.449	-1116.669	779.371	24.010	1089.950	786.277
131	1.30000	-155.265	-1116.722	778.876	24.338	1089.910	786.052
132	1.31000	-155.099	-1116.772	778.382	24.621	1089.897	785.735
133	1.32000	-154.937	-1116.843	777.845	24.939	1089.869	785.450
134	1.33000	-154.780	-1116.902	777.285	25.237	1089.837	785.141
135	1.34000	-154.638	-1116.975	776.702	25.578	1089.767	784.800
136	1.35000	-154.507	-1117.044	776.114	25.904	1089.699	784.404
137	1.36000	-154.429	-1117.114	775.523	26.229	1089.640	784.046
138	1.37000	-154.346	-1117.199	774.956	26.542	1089.545	783.724
139	1.38000	-154.277	-1117.281	774.448	26.866	1089.507	783.445
140	1.39000	-154.240	-1117.371	774.006	27.160	1089.436	783.217
141	1.40000	-154.191	-1117.477	773.687	27.453	1089.377	783.120
142	1.41000	-154.177	-1117.565	773.502	27.717	1089.292	783.101
143	1.42000	-154.172	-1117.656	773.477	27.974	1089.206	783.280
144	1.43000	-154.203	-1117.745	773.670	28.210	1089.078	783.604
145	1.44000	-154.248	-1117.840	774.129	28.466	1088.982	784.190
146	1.45000	-154.300	-1117.916	774.968	28.693	1088.914	785.133
147	1.46000	-154.419	-1118.002	776.242	28.978	1088.838	786.462
148	1.47000	-154.599	-1118.085	777.983	29.303	1088.770	788.217
149	1.48000	-154.916	-1118.138	780.188	29.689	1088.730	790.443
150	1.49000	-155.276	-1118.171	782.966	30.175	1088.657	793.198
151	1.50000	-155.767	-1118.179	786.426	30.751	1088.657	796.586
152	1.51000	-156.290	-1118.148	790.574	31.350	1088.667	800.655
153	1.52000	-156.902	-1118.122	795.432	32.034	1088.737	805.391
154	1.53000	-157.583	-1118.037	801.029	32.808	1088.342	810.696
155	1.54000	-158.352	-1117.929	807.282	33.674	1088.435	816.720
156	1.55000	-159.170	-1117.777	814.098	34.590	1088.615	823.331
157	1.56000	-159.986	-1117.595	821.443	35.530	1088.797	830.420
158	1.57000	-160.778	-1117.392	829.247	36.433	1089.008	837.961
159	1.58000	-161.467	-1117.162	837.474	37.199	1089.238	845.889
160	1.59000	-161.993	-1116.924	846.095	37.828	1089.505	854.234
161	1.60000	-162.421	-1116.644	855.068	38.378	1089.768	862.950
162	1.61000	-162.719	-1116.384	864.443	38.794	1090.033	872.021
163	1.62000	-162.844	-1116.127	874.149	39.150	1090.274	881.468
164	1.63000	-162.853	-1115.865	884.224	39.428	1090.559	891.303
165	1.64000	-162.771	-1115.633	894.611	39.646	1090.817	901.436
166	1.65000	-162.661	-1115.404	905.312	39.874	1091.076	911.872
167	1.66000	-162.490	-1115.192	916.321	40.073	1091.315	922.633
168	1.67000	-162.258	-1114.991	927.619	40.213	1091.538	933.662
169	1.68000	-161.947	-1114.821	939.167	40.270	1091.731	944.918
170	1.69000	-161.549	-1114.646	950.971	40.290	1091.922	956.453
171	1.70000	-161.077	-1114.483	962.999	40.252	1092.108	968.249
172	1.71000	-160.511	-1114.326	975.214	40.175	1092.275	980.210
173	1.72000	-159.874	-1114.177	987.641	40.063	1092.452	992.393
174	1.73000	-159.150	-1114.038	1000.224	39.875	1092.621	1004.761
175	1.74000	-158.351	-1113.898	1013.029	39.655	1092.806	1017.382
176	1.75000	-157.461	-1113.751	1025.981	39.363	1092.952	1030.118
177	1.76000	-156.477	-1113.611	1039.140	39.028	1093.131	1043.155
178	1.77000	-155.402	-1113.454	1052.503	38.637	1093.322	1056.465
179	1.78000	-154.262	-1113.302	1066.033	38.164	1093.485	1069.953
180	1.79000	-153.017	-1113.135	1079.770	37.641	1093.702	1083.686
181	1.80000	-151.748	-1112.964	1093.668	37.118	1093.913	1097.624
182	1.81000	-150.413	-1112.796	1107.743	36.600	1094.128	1111.761
183	1.82000	-149.100	-1112.629	1121.952	36.103	1094.354	1126.046
184	1.83000	-147.764	-1112.443	1136.287	35.625	1094.564	1140.497
185	1.84000	-146.441	-1112.250	1150.747	35.151	1094.796	1155.121
186	1.85000	-145.077	-1112.067	1165.310	34.611	1095.020	1169.943
187	1.86000	-143.650	-1111.871	1179.991	34.019	1095.220	1184.849
188	1.87000	-142.171	-1111.680	1194.763	33.418	1095.439	1199.930
189	1.88000	-140.645	-1111.526	1209.604	32.824	1095.658	1215.126
190	1.89000	-139.092	-1111.363	1224.448	32.210	1095.860	1230.353
191	1.90000	-137.568	-1111.190	1239.285	31.591	1096.074	1245.564
192	1.91000	-136.081	-1111.039	1254.090	31.049	1096.285	1260.757
193	1.92000	-134.620	-1110.878	1268.774	30.548	1096.460	1275.875
194	1.93000	-133.242	-1110.730	1283.388	30.092	1096.655	1290.883
195	1.94000	-131.895	-1110.582	1297.894	29.651	1096.810	1305.798
196	1.95000	-130.537	-1110.464	1312.264	29.250	1096.989	1320.593
197	1.96000	-129.183	-1110.363	1326.501	28.796	1097.092	1335.220
198	1.97000	-127.844	-1110.304	1340.580	28.347	1097.214	1349.692
199	1.98000	-126.485	-1110.259	1354.415	27.874	1097.270	1363.877
200	1.99000	-125.157	-1110.250	1367.955	27.438	1097.342	1377.733
201	2.00000	-123.843	-1110.254	1381.115	27.003	1097.362	1391.195
202	2.01000	-122.600	-1110.286	1393.855	26.605	1097.345	1404.191
203	2.02000	-121.387	-1110.344	1406.125	26.251	1097.297	1416.692
204	2.03000	-120.233	-1110.447	1417.905	25.878	1097.218	1428.679
205	2.04000	-119.078	-1110.573	1429.160	25.514	1097.115	1440.104
206	2.05000	-117.948	-1110.724	1439.865	25.172	1097.009	1450.940
207	2.06000	-116.846	-1110.911	1449.936	24.856	1096.835	1461.131
208	2.07000	-115.758	-1111.113	1459.386	24.567	1096.661	1470.613
209	2.08000	-114.686	-1111.349	1468.151	24.256	1096.439	1479.386
210	2.09000	-113.610	-1111.579	1476.233	23.946	1096.241	1487.395
211	2.10000	-112.548	-1111.837	1483.545	23.561	1095.984	1494.597
212	2.11000	-111.481	-1112.104	1490.126	23.169	1095.755	1501.040
213	2.12000	-110.412	-1112.385	1495.925	22.737	1095.485	1506.660
214	2.13000	-109.391	-1112.675	1500.915	22.350	1095.225	1511.423
215	2.14000	-108.377	-1112.982	1505.100	21.926	1094.917	1515.343
216	2.15000	-107.387	-1113.323	1508.500	21.448	1094.609	1518.452
217	2.16000	-106.378	-1113.674	1511.137	20.994	1094.286	1520.713
218	2.17000	-105.359	-1114.023	1513.032	20.534	1093.952	1522.255
219	2.18000	-104.361	-1114.368	1514.198	20.056	1093.633	1523.006
220	2.19000	-103.389	-1114.732	1514.751	19.555	1093.260	1523.103
221	2.20000	-102.458	-1115.100	1514.674	19.107	1092.893	1522.557
222	2.21000	-101.587	-1115.501	1514.094	18.602	1092.519	1521.538
223	2.22000	-100.748	-1115.897	1513.165	18.088	1092.142	1520.119
224	2.23000	-99.942	-1116.306	1511.975	17.654	1091.757	1518.488
225	2.24000	-99.162	-1116.712	1510.601	17.196	1091.339	1516.657
226	2.25000	-98.439	-1117.114	1509.161	16.820	1090.959	1514.796
227	2.26000	-97.782	-1117.473	1507.698	16.481	1090.593	1512.905
228	2.27000	-97.215	-1117.843	1506.319	16.235	1090.217	1511.142
229	2.28000	-96.778	-1118.184	1505.101	16.102	1089.895	1509.573
230	2.29000	-96.483	-1118.516	1504.126	16.112	1089.561	1508.230
231	2.30000	-96.334	-1118.808	1503.478	16.240	1089.289	1507.222
232	2.31000	-96.351	-1119.083	1503.176	16.493	1089.006	1506.606
233	2.32000	-96.503	-1119.333	1503.285	16.867	1088.796	1506.364
234	2.33000	-96.741	-1119.513	1503.834	17.460	1088.604	1506.585
235	2.34000	-97.072	-1119.688	1504.774	18.076	1088.431	1507.160
236	2.35000	-97.466	-1119.848	1506.040	18.845	1088.283	1508.113
237	2.36000	-97.901	-1119.996	1507.611	19.577	1088.150	1509.357
238	2.37000	-98.386	-1120.136	1509.325	20.402	1088.022	1510.674
239	2.38000	-98.922	-1120.289	1511.090	21.339	1087.917	1512.043
240	2.39000	-99.548	-1120.426	1512.732	22.301	1087.807	1513.310
241	2.40000	-100.230	-1120.553	1514.175	23.310	1087.689	1514.345
242	2.41000	-100.968	-1120.675	1515.366	24.404	1087.580	1515.169
243	2.42000	-101.705	-1120.800	1516.293	25.537	1087.463	1515.683
244	2.43000	-102.397	-1120.913	1516.920	26.629	1087.322	1515.938
245	2.44000	-103.051	-1121.037	1517.250	27.716	1087.208	1515.863
246	2.45000	-103.611	-1121.185	1517.329	28.662	1087.058	1515.537
247	2.46000	-104.059	-1121.321	1517.141	29.429	1086.915	1515.012
248	2.47000	-104.393	-1121.490	1516.798	30.059	1086.779	1514.255
249	2.48000	-104.601	-1121.648	1516.291	30.524	1086.622	1513.418
250	2.49000	-104.715	-1121.806	1515.710	30.867	1086.454	1512.497
251	2.50000	-104.772	-1121.980	1515.041	31.109	1086.286	1511.521
252	2.51000	-104.792	-1122.157	1514.306	31.387	1086.088	1510.569
253	2.52000	-104.792	-1122.340	1513.567	31.609	1085.910	1509.604
254	2.53000	-104.822	-1122.514	1512.847	31.820	1085.749	1508.679
255	2.54000	-104.850	-1122.672	1512.162	31.994	1085.610	1507.838
256	2.55000	-104.859	-1122.820	1511.582	32.130	1085.489	1507.168
257	2.56000	-104.854	-1122.926	1511.149	32.248	1085.362	1506.616
258	2.57000	-104.838	-1123.016	1510.866	32.347	1085.292	1506.304
259	2.58000	-104.859	-1123.064	1510.746	32.426	1085.238	1506.196
260	2.59000	-104.853	-1123.102	1510.776	32.509	1085.209	1506.315
261	2.60000	-104.829	-1123.095	1510.953	32.609	1085.217	1506.568
262	2.61000	-104.801	-1123.077	1511.177	32.745	1085.225	1506.900
263	2.62000	-104.832	-1123.050	1511.412	32.932	1085.266	1507.224
264	2.63000	-104.896	-1122.989	1511.636	33.133	1085.332	1507.538
265	2.64000	-105.008	-1122.908	1511.850	33.386	1085.411	1507.826
266	2.65000	-105.110	-1122.819	1511.995	33.631	1085.518	1508.032
267	2.66000	-105.170	-1122.714	1512.106	33.846	1085.636	1508.247
268	2.67000	-105.183	-1122.618	1512.179	33.997	1085.753	1508.393
269	2.68000	-105.160	-1122.509	1512.229	34.112	1085.858	1508.472
270	2.69000	-105.093	-1122.410	1512.248	34.192	1085.967	1508.502
271	2.70000	-105.003	-1122.308	1512.238	34.267	1086.055	1508.478
272	2.71000	-104.888	-1122.229	1512.197	34.361	1086.120	1508.377
273	2.72000	-104.796	-1122.147	1512.133	34.433	1086.223	1508.175
274	2.73000	-104.726	-1122.070	1512.033	34.525	1086.287	1507.976
275	2.74000	-104.663	-1121.997	1511.891	34.578	1086.382	1507.765
276	2.75000	-104.602	-1121.939	1511.733	34.612	1086.440	1507.489
277	2.76000	-104.532	-1121.886	1511.564	34.621	1086.478	1507.176
278	2.77000	-104.433	-1121.842	1511.421	34.597	1086.550	1506.839
279	2.78000	-104.335	-1121.822	1511.298	34.544	1086.580	1506.561
280	2.79000	-104.210	-1121.776	1511.232	34.463	1086.609	1506.294
281	2.80000	-104.061	-1121.738	1511.208	34.346	1086.642	1506.111
282	2.81000	-103.942	-1121.701	1511.247	34.228	1086.672	1505.967
283	2.82000	-103.845	-1121.656	1511.334	34.075	1086.717	1505.828
284	2.83000	-103.803	-1121.605	1511.445	33.933	1086.760	1505.740
285	2.84000	-103.789	-1121.562	1511.555	33.788	1086.819	1505.626
286	2.85000	-103.787	-1121.520	1511.662	33.648	1086.876	1505.566
287	2.86000	-103.800	-1121.465	1511.739	33.529	1086.922	1505.490
288	2.87000	-103.812	-1121.425	1511.791	33.393	1086.954	1505.414
289	2.88000	-103.824	-1121.373	1511.809	33.241	1086.998	1505.374
290	2.89000	-103.838	-1121.318	1511.791	33.081	1087.054	1505.282
291	2.90000	-103.831	-1121.258	1511.743	32.899	1087.095	1505.175
292	2.91000	-103.857	-1121.190	1511.683	32.700	1087.146	1505.043
293	2.92000	-103.899	-1121.118	1511.594	32.490	1087.213	1504.865
294	2.93000	-103.978	-1121.045	1511.461	32.289	1087.276	1504.730
295	2.94000	-104.056	-1120.971	1511.315	32.090	1087.345	1504.554
296	2.95000	-104.132	-1120.902	1511.143	31.886	1087.400	1504.395
297	2.96000	-104.172	-1120.846	1510.965	31.675	1087.484	1504.272
298	2.97000	-104.235	-1120.783	1510.775	31.459	1087.541	1504.152
299	2.98000	-104.282	-1120.722	1510.598	31.254	1087.592	1504.038
300	2.99000	-104.332	-1120.657	1510.420	31.076	1087.650	1503.940
301	3.00000	-104.403	-1120.578	1510.229	30.903	1087.710	1503.845
302	3.01000	-104.471	-1120.535	1510.045	30.694	1087.759	1503.761
303	3.02000	-104.565	-1120.458	1509.835	30.487	1087.818	1503.707
304	3.03000	-104.687	-1120.409	1509.612	30.253	1087.884	1503.651
305	3.04000	-104.826	-1120.349	1509.362	30.067	1087.931	1503.584
306	3.05000	-104.985	-1120.313	1509.041	29.930	1087.968	1503.456
307	3.06000	-105.147	-1120.251	1508.651	29.842	1088.010	1503.267
308	3.07000	-105.333	-1120.210	1508.071	29.774	1088.057	1502.838
309	3.08000	-105.560	-1120.150	1507.262	29.724	1088.101	1502.233
310	3.09000	-105.829	-1120.094	1506.123	29.736	1088.161	1501.254
311	3.10000	-106.157	-1120.036	1504.618	29.755	1088.190	1499.922
312	3.11000	-106.479	-1119.998	1502.709	29.777	1088.252	1498.158
313	3.12000	-106.850	-1119.950	1500.350	29.813	1088.285	1495.941
314	3.13000	-107.183	-1119.911	1497.594	29.850	1088.320	1493.341
315	3.14000	-107.538	-1119.871	1494.376	29.867	1088.339	1490.267
316	3.15000	-107.849	-1119.838	1490.705	29.867	1088.358	1486.708
317	3.16000	-108.127	-1119.788	1486.547	29.834	1088.370	1482.674
318	3.17000	-108.348	-1119.763	1481.898	29.753	1088.390	1478.123
319	3.18000	-108.525	-1119.738	1476.791	29.580	1088.401	1473.085
320	3.19000	-108.616	-1119.742	1471.266	29.328	1088.392	1467.594
321	3.20000	-108.659	-1119.745	1465.367	29.015	1088.362	1461.691
322	3.21000	-108.660	-1119.769	1459.219	28.534	1088.348	1455.573
323	3.22000	-108.634	-1119.786	1452.912	28.088	1088.329	1449.252
324	3.23000	-108.548	-1119.835	1446.598	27.526	1088.275	1442.960
325	3.24000	-108.460	-1119.881	1440.386	27.058	1088.200	1436.780
326	3.25000	-108.429	-1119.942	1434.382	26.615	1088.103	1430.763
327	3.26000	-108.534	-1120.025	1428.580	26.324	1088.033	1424.932
328	3.27000	-108.758	-1120.121	1422.946	26.146	1087.936	1419.231
329	3.28000	-109.071	-1120.201	1417.428	26.027	1087.853	1413.612
330	3.29000	-109.442	-1120.298	1411.948	25.946	1087.764	1408.024
331	3.30000	-109.878	-1120.378	1406.457	25.909	1087.656	1402.411
332	3.31000	-110.367	-1120.433	1400.951	25.897	1087.582	1396.780
333	3.32000	-110.892	-1120.498	1395.447	25.940	1087.501	1391.176
334	3.33000	-111.358	-1120.532	1389.986	26.007	1087.447	1385.598
335	3.34000	-111.813	-1120.568	1384.583	26.069	1087.398	1380.059
336	3.35000	-112.289	-1120.592	1379.199	26.125	1087.353	1374.594
337	3.36000	-112.777	-1120.592	1373.858	26.205	1087.370	1369.170
338	3.37000	-113.278	-1120.573	1368.532	26.311	1087.374	1363.785
339	3.38000	-113.807	-1120.538	1363.161	26.432	1087.391	1358.376
340	3.39000	-114.360	-1120.482	1357.720	26.552	1087.447	1352.976
341	3.40000	-114.895	-1120.420	1352.196	26.687	1087.495	1347.522
342	3.41000	-115.388	-1120.355	1346.651	26.807	1087.556	1342.021
343	3.42000	-115.854	-1120.306	1341.016	26.883	1087.592	1336.504
344	3.43000	-116.239	-1120.253	1335.295	26.954	1087.633	1330.973
345	3.44000	-116.627	-1120.198	1329.528	27.018	1087.668	1325.383
346	3.45000	-116.975	-1120.143	1323.689	27.040	1087.714	1319.729
347	3.46000	-117.343	-1120.090	1317.787	27.060	1087.744	1313.998
348	3.47000	-117.661	-1120.060	1311.822	27.041	1087.786	1308.191
349	3.48000	-117.994	-1120.020	1305.806	26.977	1087.805	1302.361
350	3.49000	-118.301	-1120.004	1299.762	26.857	1087.826	1296.546
351	3.50000	-118.585	-1119.975	1293.670	26.788	1087.848	1290.692
352	3.51000	-118.846	-1119.964	1287.596	26.739	1087.853	1284.905
353	3.52000	-119.064	-1119.937	1281.549	26.682	1087.867	1279.162
354	3.53000	-119.287	-1119.918	1275.485	26.675	1087.861	1273.459
355	3.54000	-119.496	-1119.890	1269.421	26.677	1087.872	1267.735
356	3.55000	-119.694	-1119.848	1263.340	26.640	1087.892	1261.987
357	3.56000	-119.865	-1119.819	1257.207	26.553	1087.962	1256.213
358	3.57000	-120.007	-1119.749	1251.003	26.463	1088.023	1250.461
359	3.58000	-120.151	-1119.662	1244.744	26.391	1088.106	1244.660
360	3.59000	-120.248	-1119.594	1238.454	26.350	1088.180	1238.860
361	3.60000	-120.343	-1119.518	1232.145	26.310	1088.280	1233.079
362	3.61000	-120.426	-1119.425	1225.841	26.325	1088.335	1227.358
363	3.62000	-120.492	-1119.336	1219.556	26.353	1088.409	1221.613
364	3.63000	-120.575	-1119.253	1213.234	26.401	1088.474	1215.848
365	3.64000	-120.660	-1119.166	1206.913	26.427	1088.554	1210.062
366	3.65000	-120.774	-1119.075	1200.561	26.499	1088.651	1204.335
367	3.66000	-120.900	-1118.980	1194.206	26.552	1088.786	1198.569
368	3.67000	-121.043	-1118.888	1187.845	26.627	1088.891	1192.785
369	3.68000	-121.175	-1118.803	1181.482	26.720	1088.958	1187.043
370	3.69000	-121.315	-1118.735	1175.128	26.851	1089.023	1181.332
371	3.70000	-121.468	-1118.676	1168.773	27.050	1089.087	1175.672
372	3.71000	-121.674	-1118.626	1162.465	27.295	1089.127	1170.027
